Year_Month,Card Type,Travel_Mode,Trip
May-21,Concession,Bus,920032
May-19,Child/Youth,Bus,1256375
Feb-19,Child/Youth,Bus,1357664
Aug-18,Child/Youth Single Bus Trip 3,Bus,4924
Apr-17,Adult Single Bus Trip 2,Bus,98729
Jun-18,Employee,Bus,71909
Mar-18,Employee,Bus,77210
Jan-18,Adult Single Bus Trip 1,Bus,144931
Nov-17,Employee,Bus,74772
Oct-22,Employee,Bus,56671
Jul-21,Employee,Bus,20412
Feb-21,Adult,Bus,5907430
May-20,CTP,Bus,1156729
Nov-19,Concession,Bus,1511797
Jul-17,Senior/Pensioner,Bus,4020743
Jan-17,Adult,Bus,12658936
Oct-16,Concession,Bus,1722565
Jan-18,Adult,Bus,13665898
Mar-22,Adult Single Bus Trip 1,Bus,104
Jul-18,Adult Single Bus Trip 1,Bus,125994
Mar-18,Adult Single Bus Trip 2,Bus,81989
Jun-17,Child/Youth Single Bus Trip 1,Bus,38891
Dec-16,Concession,Bus,1038399
Jun-21,Free Travel,Bus,24437
Feb-21,CTP,Bus,2714548
Nov-19,Adult,Bus,14719303
Sep-18,Adult Single Bus Trip 3,Bus,19918
Sep-17,Adult Single Bus Trip 2,Bus,85965
Sep-16,Child/Youth Single Bus Trip 2,Bus,47969
Apr-23,CTP,Bus,5449786
Aug-21,Concession,Bus,129968
Apr-21,Senior/Pensioner,Bus,3203204
Feb-21,Free Travel,Bus,26110
Feb-18,Adult Single Bus Trip 1,Bus,135021
Dec-18,Adult Single Bus Trip 1,Bus,112904
Oct-17,Employee,Bus,71545
Jun-23,Senior/Pensioner,Bus,3121090
Dec-20,Free Travel,Bus,25512
May-20,Employee,Bus,41491
Mar-20,Free Travel,Bus,30754
Sep-18,Free Travel,Bus,38771
Feb-18,Concession,Bus,1275676
Oct-16,Free Travel,Bus,33031
Oct-23,Adult,Bus,7376720
Sep-22,Senior/Pensioner,Bus,2807482
Jul-16,Senior/Pensioner,Bus,3739658
Nov-23,Child/Youth,Bus,638475
Oct-21,CTP,Bus,1961145
Jun-20,Adult,Bus,5296996
Jan-20,Senior/Pensioner,Bus,3965486
Jan-19,Adult Single Bus Trip 1,Bus,110735
Mar-24,Day Pass without SAF,Bus,1094
Jan-24,Concession,Bus,"525,938"
Oct-23,Concession,Bus,913122
Jan-19,Child/Youth Single Bus Trip 2,Bus,31393
Oct-18,Adult Single Bus Trip 2,Bus,63772
Jun-17,School Student,Bus,2499684
Jan-19,Child/Youth,Bus,1653909
Feb-23,Day Pass without SAF,Bus,797
Nov-17,Adult Single Bus Trip 3,Bus,31905
Jun-21,School Student,Bus,1404565
Mar-24,School Student,Bus,1480056
Feb-24,Employee,Bus,58826
Nov-19,Free Travel,Bus,42709
Jul-17,Child/Youth,Bus,1386168
Mar-22,Senior/Pensioner,Bus,2664934
Feb-22,Concession,Bus,566350
Apr-18,Adult,Bus,14183574
Jul-23,Child/Youth,Bus,862457
May-23,Free Travel,Bus,30606
Aug-20,Day Pass without SAF,Bus,422
Dec-19,Concession,Bus,1033031
Dec-18,Child/Youth Single Bus Trip 2,Bus,25849
Jun-24,Senior/Pensioner,Bus,3029429
Sep-24,Senior/Pensioner,Bus,3258291
Jul-23,Adult Single Bus Trip 3,Bus,31
Feb-22,Free Travel,Bus,20091
Apr-19,Free Travel,Bus,38720
Dec-23,CTP,Bus,6687137
Jul-23,Employee,Bus,55711
Jul-22,Free Travel,Bus,22670
Apr-20,Child/Youth,Bus,156022
Apr-19,Concession,Bus,1834882
Jun-19,Child/Youth Single Bus Trip 1,Bus,19193
Dec-20,Adult Single Bus Trip 1,Bus,96
Oct-19,Child/Youth,Bus,1503845
Mar-20,Adult Single Bus Trip 3,Bus,4215
Nov-16,Employee,Bus,76755
Apr-18,Adult Single Bus Trip 3,Bus,25295
Nov-18,Adult Single Bus Trip 3,Bus,21421
Jan-19,Day Pass without SAF,Bus,725
Dec-18,Adult Single Bus Trip 2,Bus,63021
Feb-20,Day Pass without SAF,Bus,1070
Jun-23,Day Pass without SAF,Bus,795
Feb-23,Day Pass Child/Youth w/o SAF,Bus,17
Nov-21,Day Pass without SAF,Bus,528
Apr-20,Adult Single Bus Trip 3,Bus,23
Jun-17,Employee,Bus,69266
Jul-24,Adult Single Bus Trip 2,Bus,51
Sep-23,Free Travel,Bus,28199
Nov-22,Concession,Bus,683684
Sep-23,CTP,Bus,6414509
May-19,Day Pass without SAF,Bus,787
Jul-21,Day Pass without SAF,Bus,386
Sep-22,Adult Single Bus Trip 2,Bus,48
May-22,CTP,Bus,3857044
Sep-23,Adult Single Bus Trip 2,Bus,36
Jan-19,Day Pass Child/Youth w/o SAF,Bus,18
Jun-21,Day Pass Child/Youth w/o SAF,Bus,8
Apr-24,Adult Single Bus Trip 1,Bus,129
Jan-20,Day Pass Child/Youth w/o SAF,Bus,67
Jan-22,Adult Single Bus Trip 3,Bus,14
Jan-24,Day Pass Child/Youth w/o SAF,Bus,14
Apr-19,Day Pass Child/Youth w/o SAF,Bus,48
Aug-23,Adult Single Bus Trip 1,Bus,119
Apr-24,Adult Single Bus Trip 3,Bus,21
Nov-20,Day Pass Child/Youth w/o SAF,Bus,17
Jul-20,Child/Youth Single Bus Trip 2,Bus,31
Dec-23,Adult Single Bus Trip 2,Bus,36
Nov-20,Child/Youth Single Bus Trip 2,Bus,7
Aug-20,Child/Youth Single Bus Trip 2,Bus,7
Nov-23,Day Pass Child/Youth w/o SAF,Bus,35
Jan-21,Child/Youth Single Bus Trip 1,Bus,17
Mar-23,Day Pass Child/Youth w/o SAF,Bus,5
May-21,Adult Single Bus Trip 2,Bus,22
Sep-24,Child/Youth Single Bus Trip 1,Bus,3
May-23,On Demand,Bus,23498
Aug-18,Other,Bus,68810
Oct-16,Child/Youth,Bus,1180998
Apr-23,School Student,Bus,535317
Oct-19,School Student,Bus,1933260
May-18,School Student,Bus,3252145
Jun-23,Adult Single Bus Trip 3,Bus,20
May-20,Child/Youth Single Bus Trip 1,Bus,25
Dec-20,Day Pass Child/Youth w/o SAF,Bus,11
Oct-21,Adult Single Bus Trip 2,Bus,51
Jun-23,Child/Youth Single Bus Trip 3,Bus,2
Apr-23,Day Pass Child/Youth w/o SAF,Bus,10
Aug-20,Day Pass Child/Youth w/o SAF,Bus,1
Feb-21,On Demand,Bus,18068
Oct-20,Child/Youth Single Bus Trip 1,Bus,17
Oct-23,Child/Youth Single Bus Trip 3,Bus,1
Jun-21,Child/Youth Single Bus Trip 2,Bus,1
Feb-24,Day Pass Child/Youth w/o SAF,Bus,10
Dec-20,Child/Youth Single Bus Trip 2,Bus,6
Mar-18,On Demand,Bus,1049
Feb-23,On Demand,Bus,20943
Aug-21,Child/Youth Single Bus Trip 1,Bus,1
Jul-24,On Demand,Bus,22949
Apr-21,Child/Youth Single Bus Trip 1,Bus,5
Jun-23,Child/Youth Single Bus Trip 1,Bus,2
Dec-22,Child/Youth Single Bus Trip 1,Bus,2
Apr-18,Other,Bus,41889
Jun-21,On Demand,Bus,18803
Aug-18,On Demand,Bus,4888
Mar-22,Child/Youth Single Bus Trip 1,Bus,3
Jan-24,Child/Youth Single Bus Trip 3,Bus,2
Feb-21,Child/Youth Single Bus Trip 3,Bus,2
Mar-23,Child/Youth Single Bus Trip 2,Bus,1
Apr-22,Day Pass Child/Youth w/o SAF,Bus,6
Jan-24,Child/Youth Single Bus Trip 1,Bus,2
Jun-20,On Demand,Bus,13690
Jan-19,Other,Bus,48037
Aug-24,On Demand,Bus,18237
Jul-16,Adult,Ferry,861272
Nov-16,Sgl Trip Ferry Child/Youth,Ferry,6023
Jan-17,Sgl Trip Ferry Adult,Ferry,76631
May-17,Sgl Trip Ferry Adult,Ferry,40290
Jun-17,Employee,Ferry,5164
Jul-17,Senior/Pensioner,Ferry,180265
Jul-17,Adult,Ferry,858171
Aug-17,Senior/Pensioner,Ferry,164130
Oct-17,Adult,Ferry,897449
Oct-17,Senior/Pensioner,Ferry,183390
Mar-18,Employee,Ferry,4829
May-18,Concession,Ferry,27719
Jun-18,Senior/Pensioner,Ferry,171076
Aug-18,School Student,Ferry,5605
Aug-18,Employee,Ferry,3771
Sep-18,School Student,Ferry,4833
Oct-18,Senior/Pensioner,Ferry,171082
Nov-18,Concession,Ferry,23239
Nov-18,Sgl Trip Ferry Child/Youth,Ferry,6894
Jan-19,CTP,Ferry,58537
Jan-19,Employee,Ferry,5535
Jan-19,Concession,Ferry,26120
Jan-19,Senior/Pensioner,Ferry,222000
Feb-19,Adult,Ferry,876044
Feb-19,School Student,Ferry,3433
Mar-19,Adult,Ferry,891646
Apr-19,Employee,Ferry,4575
Apr-19,Sgl Trip Ferry Child/Youth,Ferry,15970
May-19,Child/Youth,Ferry,66200
Aug-19,Senior/Pensioner,Ferry,168724
Aug-19,Employee,Ferry,3847
Oct-19,Concession,Ferry,23124
Nov-19,Employee,Ferry,5303
Nov-19,Sgl Trip Ferry Child/Youth,Ferry,5826
Dec-19,Concession,Ferry,23086
Jan-20,Sgl Trip Ferry Adult,Ferry,48444
Feb-20,Adult,Ferry,594851
Feb-20,Senior/Pensioner,Ferry,160799
Mar-20,Child/Youth,Ferry,26660
Mar-20,Free Travel,Ferry,1216
May-20,Child/Youth,Ferry,7998
Jun-20,Senior/Pensioner,Ferry,72560
Jul-20,Free Travel,Ferry,1215
Jul-20,Sgl Trip Ferry Adult,Ferry,6021
Aug-20,Sgl Trip Ferry Adult,Ferry,1898
Nov-20,Senior/Pensioner,Ferry,116804
Nov-20,Adult,Ferry,219061
Nov-20,Concession,Ferry,13061
Dec-20,Child/Youth,Ferry,34165
Jan-21,CTP,Ferry,141585
Mar-21,CTP,Ferry,165859
Mar-21,Concession,Ferry,16842
Apr-21,Employee,Ferry,4982
Jun-21,Sgl Trip Ferry Adult,Ferry,5169
Jun-21,Concession,Ferry,10512
Jul-21,Concession,Ferry,1684
Aug-21,Adult,Ferry,22078
Aug-21,School Student,Ferry,321
Sep-21,Child/Youth,Ferry,4618
Nov-21,School Student,Ferry,8679
Nov-21,Free Travel,Ferry,1169
Dec-21,Senior/Pensioner,Ferry,107297
Dec-21,Sgl Trip Ferry Adult,Ferry,12391
Dec-21,Child/Youth,Ferry,52941
Jan-22,Child/Youth,Ferry,70512
Jan-22,CTP,Ferry,211482
Jan-22,Sgl Trip Ferry Adult,Ferry,15507
Mar-22,Employee,Ferry,3318
May-22,Concession,Ferry,15636
May-22,CTP,Ferry,326216
May-22,Adult,Ferry,285457
Jun-22,Senior/Pensioner,Ferry,170352
Jun-22,Sgl Trip Ferry Adult,Ferry,23803
Jul-22,Child/Youth,Ferry,71905
Aug-22,Sgl Trip Ferry Adult,Ferry,21714
Sep-22,Employee,Ferry,3624
Oct-22,CTP,Ferry,390884
Nov-22,Sgl Trip Ferry Child/Youth,Ferry,8872
Dec-22,Senior/Pensioner,Ferry,168663
Jan-23,Senior/Pensioner,Ferry,198602
Mar-23,Free Travel,Ferry,1835
Mar-23,Senior/Pensioner,Ferry,179375
Mar-23,Sgl Trip Ferry Adult,Ferry,30795
Jun-23,Senior/Pensioner,Ferry,187557
Jun-23,CTP,Ferry,525745
Jul-23,Child/Youth,Ferry,115924
Jul-23,Concession,Ferry,16318
Jul-23,Adult,Ferry,377456
Jul-23,Free Travel,Ferry,1813
Aug-23,Sgl Trip Ferry Child/Youth,Ferry,12682
Sep-23,Child/Youth,Ferry,92422
Dec-23,Concession,Ferry,20165
Dec-23,Child/Youth,Ferry,117082
Feb-24,CTP,Ferry,834025
May-24,School Student,Ferry,11349
May-24,Employee,Ferry,4524
Nov-16,Adult,Ferry,929645
Sep-17,Sgl Trip Ferry Child/Youth,Ferry,12129
Jan-18,Free Travel,Ferry,2417
Jul-18,Concession,Ferry,25100
Sep-18,CTP,Ferry,13924
Nov-19,Concession,Ferry,20952
Nov-19,Day Pass without SAF,Ferry,111
Jun-20,Sgl Trip Ferry Adult,Ferry,3592
Mar-21,School Student,Ferry,10491
Mar-21,Child/Youth,Ferry,31065
Mar-21,Sgl Trip Ferry Adult,Ferry,6248
Jul-21,CTP,Ferry,25112
Mar-23,Sgl Trip Ferry Child/Youth,Ferry,9368
Jun-23,Sgl Trip Ferry Adult,Ferry,25841
Apr-24,Senior/Pensioner,Ferry,199553
Jul-24,Sgl Trip Ferry Child/Youth,Ferry,19476
Jan-24,Employee,Ferry,5041
Feb-24,Day Pass without SAF,Ferry,48
Feb-21,Day Pass without SAF,Ferry,6
Dec-21,Day Pass without SAF,Ferry,48
May-21,Day Pass Child/Youth w/o SAF,Ferry,612
Jul-22,Day Pass without SAF,Ferry,7
Dec-22,Day Pass without SAF,Ferry,27
Apr-23,Senior/Pensioner,Ferry,165124
Apr-20,School Student,Ferry,89
Jan-24,School Student,Ferry,628
Aug-21,Day Pass without SAF,Ferry,3
Apr-19,School Student,Ferry,1955
Mar-19,Day Pass Child/Youth w/o SAF,Ferry,6
Jun-19,Day Pass Child/Youth w/o SAF,Ferry,80
Jun-20,Day Pass Child/Youth w/o SAF,Ferry,2
Jan-22,School Student,Ferry,584
Nov-23,Day Pass Child/Youth w/o SAF,Ferry,179
Dec-23,Day Pass Child/Youth w/o SAF,Ferry,1
Jul-16,Senior/Pensioner,Light rail,128228
Aug-16,Free Travel,Light rail,888
Sep-16,Free Travel,Light rail,844
Oct-16,School Student,Light rail,4304
Dec-16,Adult,Light rail,533991
Jan-17,Adult,Light rail,313530
Mar-17,Child/Youth,Light rail,35233
Apr-17,School Student,Light rail,2198
Jul-17,Adult,Light rail,607262
Sep-17,Child/Youth,Light rail,36029
Sep-17,Senior/Pensioner,Light rail,130108
Oct-17,Sgl Trip LR Child/Youth,Light rail,899
Nov-17,Free Travel,Light rail,937
Nov-17,Child/Youth,Light rail,35504
Nov-17,Senior/Pensioner,Light rail,146513
Dec-17,Sgl Trip LR Adult,Light rail,5741
Dec-17,Concession,Light rail,28319
Dec-17,Senior/Pensioner,Light rail,148175
Feb-18,Senior/Pensioner,Light rail,135060
Mar-18,Adult,Light rail,615888
Apr-18,Sgl Trip LR Adult,Light rail,3698
Apr-18,Free Travel,Light rail,887
Jun-18,Child/Youth,Light rail,39212
Jun-18,Free Travel,Light rail,761
Jul-18,Free Travel,Light rail,779
Aug-18,CTP,Light rail,9575
Sep-18,CTP,Light rail,9945
Sep-18,Employee,Light rail,1189
Sep-18,Senior/Pensioner,Light rail,137410
Oct-18,School Student,Light rail,4384
Nov-18,Child/Youth,Light rail,37283
Nov-18,Senior/Pensioner,Light rail,136671
Nov-18,Sgl Trip LR Child/Youth,Light rail,330
Jan-19,Adult,Light rail,440804
Feb-19,Senior/Pensioner,Light rail,164339
Feb-19,Adult,Light rail,613130
Mar-19,Sgl Trip LR Adult,Light rail,3569
Apr-19,Child/Youth,Light rail,57364
Apr-19,Adult,Light rail,610905
Apr-19,Sgl Trip LR Adult,Light rail,3567
May-19,Sgl Trip LR Child/Youth,Light rail,632
Jun-19,Employee,Light rail,1647
Jul-19,School Student,Light rail,4780
Jul-19,Free Travel,Light rail,1291
Aug-19,Sgl Trip LR Child/Youth,Light rail,727
Sep-19,School Student,Light rail,9169
Sep-19,Employee,Light rail,1354
Sep-19,Sgl Trip LR Child/Youth,Light rail,543
Oct-19,Concession,Light rail,36384
Oct-19,Sgl Trip LR Adult,Light rail,2286
Nov-19,Concession,Light rail,32785
Nov-19,Free Travel,Light rail,1328
Nov-19,Sgl Trip LR Child/Youth,Light rail,508
Feb-20,Senior/Pensioner,Light rail,279333
Feb-20,Adult,Light rail,1153361
Apr-20,Free Travel,Light rail,258
May-20,Concession,Light rail,14619
Jun-20,School Student,Light rail,45025
Aug-20,Free Travel,Light rail,1148
Oct-20,Senior/Pensioner,Light rail,188672
Oct-20,Sgl Trip LR Adult,Light rail,1075
Nov-20,CTP,Light rail,314136
Nov-20,Concession,Light rail,85355
Dec-20,Adult,Light rail,716948
Jan-21,Free Travel,Light rail,1690
Jan-21,Sgl Trip LR Child/Youth,Light rail,987
Feb-21,Sgl Trip LR Adult,Light rail,884
Feb-21,Senior/Pensioner,Light rail,228925
Feb-21,Concession,Light rail,159731
Mar-21,Sgl Trip LR Child/Youth,Light rail,492
Apr-21,Sgl Trip LR Child/Youth,Light rail,2219
Jun-21,Sgl Trip LR Adult,Light rail,1127
Aug-21,Child/Youth,Light rail,2399
Sep-21,School Student,Light rail,264
Oct-21,Sgl Trip LR Child/Youth,Light rail,303
Oct-21,Senior/Pensioner,Light rail,131606
Oct-21,Adult,Light rail,372123
Dec-21,Free Travel,Light rail,1851
Jan-22,Child/Youth,Light rail,55106
Feb-22,Concession,Light rail,140277
Feb-22,Employee,Light rail,4984
Feb-22,Free Travel,Light rail,1776
May-22,Free Travel,Light rail,2750
Jun-22,Child/Youth,Light rail,82612
Jun-22,Day Pass without SAF,Light rail,29
Jul-22,Sgl Trip LR Child/Youth,Light rail,2392
Aug-22,Sgl Trip LR Child/Youth,Light rail,1261
Sep-22,CTP,Light rail,839697
Sep-22,Day Pass without SAF,Light rail,19
Oct-22,Employee,Light rail,7197
Oct-22,Senior/Pensioner,Light rail,320637
Nov-22,School Student,Light rail,28666
Nov-22,Day Pass Child/Youth w/o SAF,Light rail,2
Dec-22,Employee,Light rail,8923
Jan-23,Free Travel,Light rail,3026
Feb-23,School Student,Light rail,39837
Feb-23,Day Pass without SAF,Light rail,49
Mar-23,Senior/Pensioner,Light rail,372739
Mar-23,Sgl Trip LR Adult,Light rail,3803
Mar-23,Concession,Light rail,328904
Apr-23,Child/Youth,Light rail,119764
May-23,Free Travel,Light rail,3017
May-23,Day Pass without SAF,Light rail,44
Jun-23,Senior/Pensioner,Light rail,378319
Jul-23,Employee,Light rail,7572
Jul-23,Sgl Trip LR Adult,Light rail,4842
Aug-23,Free Travel,Light rail,3044
Oct-23,Adult,Light rail,1348216
Nov-23,CTP,Light rail,1454149
Dec-23,Sgl Trip LR Adult,Light rail,5543
Jan-24,Sgl Trip LR Adult,Light rail,5026
Mar-24,Free Travel,Light rail,3468
Mar-24,Day Pass without SAF,Light rail,59
Apr-24,Senior/Pensioner,Light rail,403593
Apr-24,Concession,Light rail,293959
May-24,Senior/Pensioner,Light rail,412961
Jun-24,Free Travel,Light rail,2851
Jun-24,CTP,Light rail,1224732
Jun-24,Child/Youth,Light rail,84518
Jun-24,Concession,Light rail,278259
Jul-18,School Student,Light rail,3089
Nov-21,Day Pass without SAF,Light rail,17
Apr-23,Day Pass without SAF,Light rail,48
Jun-23,Concession,Light rail,290288
Jul-22,Day Pass Child/Youth w/o SAF,Light rail,4
Dec-20,Day Pass Child/Youth w/o SAF,Light rail,2
Aug-23,Day Pass Child/Youth w/o SAF,Light rail,8
May-24,Day Pass Child/Youth w/o SAF,Light rail,2
Aug-17,Day Pass Child/Youth w/o SAF,Light rail,3
Oct-21,Day Pass Child/Youth w/o SAF,Light rail,1
Apr-23,Day Pass Child/Youth w/o SAF,Light rail,1
Jul-16,School Student,Train,511309
Aug-16,Sgl Trip Rail Adult,Train,296696
Oct-16,Child/Youth,Train,1120560
Oct-16,Sgl Trip Rail Child/Youth,Train,62233
Nov-16,Child/Youth,Train,1036526
Dec-16,Concession,Train,1361789
Jan-17,Child/Youth,Train,1485300
Feb-17,Senior/Pensioner,Train,2620981
Mar-17,Free Travel,Train,34502
Apr-17,Sgl Trip Rail Adult,Train,298912
May-17,Child/Youth,Train,952898
Jun-17,School Student,Train,1054982
Jun-17,Employee,Train,308301
Aug-17,Senior/Pensioner,Train,2902953
Aug-17,Free Travel,Train,34768
Nov-17,Concession,Train,1827754
Jan-18,Senior/Pensioner,Train,2550328
Jan-18,Sgl Trip Rail Adult,Train,317462
Jan-18,School Student,Train,80493
Mar-18,Employee,Train,289223
Mar-18,Senior/Pensioner,Train,2976317
May-18,Child/Youth,Train,960677
Jun-18,Adult,Train,24997620
Jul-18,Adult,Train,25719570
Jul-18,Free Travel,Train,31329
Aug-18,Sgl Trip Rail Adult,Train,286608
Oct-18,Senior/Pensioner,Train,2975395
Oct-18,Employee,Train,311734
Nov-18,Senior/Pensioner,Train,3037349
Nov-18,Sgl Trip Rail Child/Youth,Train,49652
Jan-19,Senior/Pensioner,Train,2671807
Jan-19,Employee,Train,274738
Feb-19,Employee,Train,299251
Mar-19,CTP,Train,715994
Mar-19,Day Pass without SAF,Train,685
May-19,Adult,Train,27859455
Jul-19,Adult,Train,25768860
Aug-19,Employee,Train,349886
Sep-19,Sgl Trip Rail Adult,Train,193064
Sep-19,Employee,Train,335156
Oct-19,Employee,Train,353157
Oct-19,Free Travel,Train,36726
Oct-19,Senior/Pensioner,Train,3130129
Nov-19,Child/Youth,Train,975672
Feb-20,Free Travel,Train,31272
May-20,Free Travel,Train,9664
Jun-20,Sgl Trip Rail Adult,Train,35863
Jul-20,Employee,Train,216720
Aug-20,Senior/Pensioner,Train,1333085
Aug-20,Free Travel,Train,15100
Aug-20,Day Pass without SAF,Train,514
Sep-20,Free Travel,Train,16910
Oct-20,Sgl Trip Rail Adult,Train,39312
Nov-20,Sgl Trip Rail Adult,Train,41236
Nov-20,Employee,Train,226179
Dec-20,Senior/Pensioner,Train,1706291
Jan-21,CTP,Train,2686459
Feb-21,Employee,Train,221297
Feb-21,School Student,Train,1037993
Feb-21,CTP,Train,3440694
Mar-21,Concession,Train,1540913
Mar-21,Adult,Train,11142431
Apr-21,Day Pass without SAF,Train,584
May-21,Child/Youth,Train,551285
Jun-21,Adult,Train,9207753
Jul-21,Senior/Pensioner,Train,542932
Jul-21,Employee,Train,90532
Aug-21,Free Travel,Train,4012
Dec-21,Senior/Pensioner,Train,1586825
Jan-22,Sgl Trip Rail Child/Youth,Train,32074
Feb-22,CTP,Train,3131179
Mar-22,Adult,Train,7671085
Mar-22,Sgl Trip Rail Adult,Train,62264
Mar-22,Free Travel,Train,16367
Apr-22,Adult,Train,8524511
May-22,Day Pass without SAF,Train,579
Jul-22,Sgl Trip Rail Child/Youth,Train,46925
Dec-22,Child/Youth,Train,801421
Dec-22,School Student,Train,401437
Jan-23,Sgl Trip Rail Child/Youth,Train,72852
Jan-23,Free Travel,Train,18695
Mar-23,CTP,Train,8328869
Mar-23,Sgl Trip Rail Child/Youth,Train,40080
Apr-23,Sgl Trip Rail Child/Youth,Train,60464
Apr-23,CTP,Train,7118961
May-23,Day Pass Child/Youth w/o SAF,Train,40
Jun-23,School Student,Train,989713
Jun-23,Concession,Train,1035260
Jul-23,Adult,Train,11122119
Aug-23,Free Travel,Train,24221
Sep-23,Adult,Train,11311219
Oct-23,Free Travel,Train,22991
Nov-23,Day Pass without SAF,Train,847
Dec-23,School Student,Train,394784
Jan-24,Day Pass without SAF,Train,910
Mar-24,Sgl Trip Rail Adult,Train,101397
Mar-24,Senior/Pensioner,Train,2547532
Apr-24,Concession,Train,1317824
Apr-24,Free Travel,Train,23460
Apr-24,Sgl Trip Rail Child/Youth,Train,58860
May-24,Concession,Train,1426274
Jun-24,Adult,Train,10305646
Jun-17,Sgl Trip Rail Adult,Train,293213
Sep-17,Day Pass Child/Youth w/o SAF,Train,28
Sep-18,Child/Youth,Train,1041145
Jan-20,Child/Youth,Train,1383839
Jan-20,Day Pass without SAF,Train,886
Sep-20,Day Pass without SAF,Train,470
Oct-20,Employee,Train,217613
Jan-21,Senior/Pensioner,Train,1384427
May-21,Adult,Train,11083214
May-21,Free Travel,Train,22989
Oct-21,Day Pass without SAF,Train,476
Nov-21,Adult,Train,7240864
Apr-23,Child/Youth,Train,835400
Jun-23,Senior/Pensioner,Train,2313958
Jul-21,Child/Youth,Train,66913
Sep-19,Day Pass Child/Youth w/o SAF,Train,180
Jun-22,Day Pass without SAF,Train,752
Sep-18,Day Pass Child/Youth w/o SAF,Train,9
Mar-24,Day Pass Child/Youth w/o SAF,Train,118
May-20,School Student,Train,345854
Feb-23,Day Pass Child/Youth w/o SAF,Train,43
Jan-17,School Student,Train,67891
Feb-21,Free Travel,Train,20426
Aug-22,Senior/Pensioner,Train,1783567
Apr-24,School Student,Train,501127
Apr-19,School Student,Train,690414
Aug-19,Day Pass Child/Youth w/o SAF,Train,33
Apr-20,Day Pass Child/Youth w/o SAF,Train,4
Aug-18,Day Pass Child/Youth w/o SAF,Train,14
Nov-18,Day Pass Child/Youth w/o SAF,Train,11
Nov-17,Day Pass without SAF,Train,2
Jun-19,School Student,Metro,92249
Aug-19,Senior/Pensioner,Metro,135069.6246
Oct-19,Sgl Trip Rail Child/Youth,Metro,5121.971302
Nov-19,Senior/Pensioner,Metro,130042
Apr-20,Sgl Trip Rail Adult,Metro,554
May-20,CTP,Metro,62148
Jul-20,Sgl Trip Rail Adult,Metro,2016
Jul-20,CTP,Metro,139350
Aug-20,Concession,Metro,104706
Oct-20,School Student,Metro,63594
Oct-20,Child/Youth,Metro,80137
Feb-21,Sgl Trip Rail Child/Youth,Metro,2792
Aug-21,Senior/Pensioner,Metro,13021
Sep-21,Sgl Trip Rail Adult,Metro,293
Dec-21,Adult,Metro,468401
Jan-22,Concession,Metro,50098
Apr-22,Free Travel,Metro,931
Apr-22,Adult,Metro,604787
May-22,CTP,Metro,386701
May-22,Concession,Metro,160565
Jun-22,Sgl Trip Rail Child/Youth,Metro,5245
Jul-22,Sgl Trip Rail Adult,Metro,3943
Nov-22,CTP,Metro,386998
Mar-23,Child/Youth,Metro,94967
Apr-23,Child/Youth,Metro,132364
May-23,Adult,Metro,850043
Oct-23,Concession,Metro,177429
Jan-24,Concession,Metro,83564
Mar-24,School Student,Metro,165436
Apr-24,Employee,Metro,8575
Jul-19,Child/Youth,Metro,164783
Nov-19,Concession,Metro,168049
Jul-20,Free Travel,Metro,826
Aug-20,Adult,Metro,503923
Dec-20,School Student,Metro,51121
Dec-20,Concession,Metro,78503
Mar-21,Employee,Metro,8584
Jun-21,Free Travel,Metro,1070
Jul-21,Concession,Metro,17652
Jul-21,Senior/Pensioner,Metro,18309
Jan-22,Sgl Trip Rail Adult,Metro,1974
Mar-22,School Student,Metro,123529
Jun-22,Employee,Metro,9548
Oct-22,Adult,Metro,642145
Nov-22,Child/Youth,Metro,74878
Apr-23,Day Pass without SAF,Metro,12
Sep-23,Child/Youth,Metro,117707
Oct-23,Day Pass without SAF,Metro,10
Oct-23,Sgl Trip Rail Adult,Metro,4173
Nov-23,Sgl Trip Rail Adult,Metro,4240
Dec-23,Adult,Metro,696546
Feb-24,Day Pass without SAF,Metro,15
Dec-19,CTP,Metro,191824
Feb-20,Employee,Metro,9771
May-20,Senior/Pensioner,Metro,29411
Jul-20,Employee,Metro,6046
Aug-20,Sgl Trip Rail Child/Youth,Metro,2142
Sep-20,Child/Youth,Metro,61501
Oct-20,Sgl Trip Rail Child/Youth,Metro,3007
Apr-21,Senior/Pensioner,Metro,107808
Jan-22,Free Travel,Metro,620
Jul-22,Adult,Metro,602643
Aug-22,CTP,Metro,399797
Nov-22,Employee,Metro,7755
Feb-23,School Student,Metro,148817
Jul-23,Adult,Metro,825582
May-24,School Student,Metro,196271
May-24,Adult,Metro,893693
Dec-19,Adult,Metro,1240804
Apr-21,Sgl Trip Rail Adult,Metro,3971
Oct-21,Senior/Pensioner,Metro,48030
Dec-21,Free Travel,Metro,899
May-23,Child/Youth,Metro,77264
Apr-24,Child/Youth,Metro,120094
Jun-24,Sgl Trip Rail Child/Youth,Metro,4313
Sep-20,Adult,Metro,533927
Aug-21,School Student,Metro,705
Dec-21,School Student,Metro,55544
Feb-22,Day Pass without SAF,Metro,3
Aug-22,Employee,Metro,8780
Jun-23,School Student,Metro,151260
Mar-24,Employee,Metro,8478
Apr-24,Adult,Metro,781979
Sep-20,Free Travel,Metro,878
Oct-20,Concession,Metro,102905
Apr-21,CTP,Metro,294486
Apr-21,Concession,Metro,139038
Aug-23,Senior/Pensioner,Metro,146962
