MonthYear,Station,Station_Type ,Entry_Exit,Trip
Dec-24,Towradgi  Station,train,Exit,1345
Dec-24,Tuggerah  Station,train,Entry,23218
Dec-24,Tuggerah  Station,train,Exit,22873
Dec-24,Turramurra  Station,train,Entry,70879
Dec-24,Turramurra  Station,train,Exit,66099
Dec-24,Turrella  Station,train,Entry,23076
Dec-24,Turrella  Station,train,Exit,20725
Dec-24,Unanderra  Station,train,Entry,7507
Dec-24,Unanderra  Station,train,Exit,6583
Dec-24,Valley Heights  Station,train,Entry,974
Dec-24,Valley Heights  Station,train,Exit,846
Dec-24,Victoria Cross  Station,metro,Entry,309321
Dec-24,Victoria Cross  Station,metro,Exit,308582
Dec-24,Victoria Street  Station,train,Entry,6213
Dec-24,Victoria Street  Station,train,Exit,5483
Dec-24,Villawood  Station,train,Entry,9874
Dec-24,Villawood  Station,train,Exit,9546
Dec-24,Vineyard  Station,train,Entry,2992
Dec-24,Vineyard  Station,train,Exit,2797
Dec-24,Wahroonga  Station,train,Entry,32645
Dec-24,Wahroonga  Station,train,Exit,31534
Dec-24,Waitara  Station,train,Entry,54906
Dec-24,Waitara  Station,train,Exit,51435
Dec-24,Wallarobba  Station,train,Entry,Less than 50
Dec-24,Wallarobba  Station,train,Exit,Less than 50
Dec-24,Warabrook  Station,train,Entry,1978
Dec-24,Warabrook  Station,train,Exit,1926
Dec-24,Waratah  Station,train,Entry,3523
Dec-24,Waratah  Station,train,Exit,3308
Dec-24,Warnervale  Station,train,Entry,4377
Dec-24,Warnervale  Station,train,Exit,3533
Dec-24,Warrawee  Station,train,Entry,13849
Dec-24,Warrawee  Station,train,Exit,13210
Dec-24,Warrimoo  Station,train,Entry,2001
Dec-24,Warrimoo  Station,train,Exit,1650
Dec-24,Warwick Farm  Station,train,Entry,48981
Dec-24,Warwick Farm  Station,train,Exit,43625
Dec-24,Waterfall  Station,train,Entry,7938
Dec-24,Waterfall  Station,train,Exit,7921
Dec-24,Waterloo  Station,metro,Entry,125023
Dec-24,Waterloo  Station,metro,Exit,119445
Dec-24,Waverton  Station,train,Entry,43390
Dec-24,Waverton  Station,train,Exit,46100
Dec-24,Wentworth Falls  Station,train,Entry,7250
Dec-24,Wentworth Falls  Station,train,Exit,6879
Dec-24,Wentworthville  Station,train,Entry,79894
Dec-24,Wentworthville  Station,train,Exit,74042
Dec-24,Werrington  Station,train,Entry,25281
Dec-24,Werrington  Station,train,Exit,22241
Dec-24,West Ryde  Station,train,Entry,98218
Dec-24,West Ryde  Station,train,Exit,98067
Dec-24,Westmead  Station,train,Entry,133727
Dec-24,Westmead  Station,train,Exit,125302
Dec-24,Windsor  Station,train,Entry,13871
Dec-24,Windsor  Station,train,Exit,13304
Dec-24,Wingello  Station,train,Entry,Less than 50
Dec-24,Wingello  Station,train,Exit,Less than 50
Dec-24,Wirragulla  Station,train,Entry,Less than 50
Dec-24,Wirragulla  Station,train,Exit,Less than 50
Dec-24,Wolli Creek  Station,train,Entry,210888
Dec-24,Wolli Creek  Station,train,Exit,208013
Dec-24,Wollongong  Station,train,Entry,41403
Dec-24,Wollongong  Station,train,Exit,41128
Dec-24,Wollstonecraft  Station,train,Entry,43272
Dec-24,Wollstonecraft  Station,train,Exit,39341
Dec-24,Wombarra  Station,train,Entry,625
Dec-24,Wombarra  Station,train,Exit,583
Dec-24,Wondabyne  Station,train,Entry,320
Dec-24,Wondabyne  Station,train,Exit,386
Dec-24,Woodford  Station,train,Entry,1490
Dec-24,Woodford  Station,train,Exit,1452
Dec-24,Woolooware  Station,train,Entry,23416
Dec-24,Woolooware  Station,train,Exit,21612
Dec-24,Woonona  Station,train,Entry,2496
Dec-24,Woonona  Station,train,Exit,1943
Dec-24,Woy Woy  Station,train,Entry,70210
Dec-24,Woy Woy  Station,train,Exit,70853
Dec-24,Wyee  Station,train,Entry,5669
Dec-24,Wyee  Station,train,Exit,4868
Dec-24,Wynyard  Station,train,Entry,1008244
Dec-24,Wynyard  Station,train,Exit,1106710
Dec-24,Wyong  Station,train,Entry,25647
Dec-24,Wyong  Station,train,Exit,24286
Dec-24,Yagoona  Station,train,Entry,17770
Dec-24,Yagoona  Station,train,Exit,15591
Dec-24,Yennora  Station,train,Entry,21699
Dec-24,Yennora  Station,train,Exit,22287
Dec-24,Yerrinbool  Station,train,Entry,345
Dec-24,Yerrinbool  Station,train,Exit,340
Dec-24,Zig Zag  Station,train,Entry,Less than 50
Dec-24,Zig Zag  Station,train,Exit,Less than 50
Jan-25,Aberdeen  Station,train,Entry,63
Jan-25,Aberdeen  Station,train,Exit,52
Jan-25,Adamstown  Station,train,Entry,1752
Jan-25,Adamstown  Station,train,Exit,1971
Jan-25,Albion Park  Station,train,Entry,5258
Jan-25,Albion Park  Station,train,Exit,4868
Jan-25,Allawah  Station,train,Entry,44464
Jan-25,Allawah  Station,train,Exit,41176
Jan-25,Arncliffe  Station,train,Entry,41627
Jan-25,Arncliffe  Station,train,Exit,37673
Jan-25,Artarmon  Station,train,Entry,74804
Jan-25,Artarmon  Station,train,Exit,71715
Jan-25,Ashfield  Station,train,Entry,204468
Jan-25,Ashfield  Station,train,Exit,206052
Jan-25,Asquith  Station,train,Entry,18391
Jan-25,Asquith  Station,train,Exit,16745
Jan-25,Auburn  Station,train,Entry,297870
Jan-25,Auburn  Station,train,Exit,284398
Jan-25,Austinmer  Station,train,Entry,1831
Jan-25,Austinmer  Station,train,Exit,1686
Jan-25,Awaba  Station,train,Entry,306
Jan-25,Awaba  Station,train,Exit,256
Jan-25,Banksia  Station,train,Entry,26122
Jan-25,Banksia  Station,train,Exit,24820
Jan-25,Barangaroo  Station,metro,Entry,200899
Jan-25,Barangaroo  Station,metro,Exit,211018
Jan-25,Bardwell Park  Station,train,Entry,19580
Jan-25,Bardwell Park  Station,train,Exit,18127
Jan-25,Bargo  Station,train,Entry,913
Jan-25,Bargo  Station,train,Exit,808
Jan-25,Bathurst  Station,train,Entry,2546
Jan-25,Bathurst  Station,train,Exit,1675
Jan-25,Beecroft  Station,train,Entry,21141
Jan-25,Beecroft  Station,train,Exit,20258
Jan-25,Bell  Station,train,Entry,73
Jan-25,Bell  Station,train,Exit,89
Jan-25,Bella Vista  Station,metro,Entry,69024
Jan-25,Bella Vista  Station,metro,Exit,66547
Jan-25,Bellambi  Station,train,Entry,1934
Jan-25,Bellambi  Station,train,Exit,1865
Jan-25,Belmore  Station,train,Entry,Less than 50
Jan-25,Belmore  Station,train,Exit,Less than 50
Jan-25,Berala  Station,train,Entry,32985
Jan-25,Berala  Station,train,Exit,29715
Jan-25,Beresfield  Station,train,Entry,2793
Jan-25,Beresfield  Station,train,Exit,2472
Jan-25,Berowra  Station,train,Entry,18930
Jan-25,Berowra  Station,train,Exit,17351
Jan-25,Berry  Station,train,Entry,1423
Jan-25,Berry  Station,train,Exit,1460
Jan-25,Beverly Hills  Station,train,Entry,37200
Jan-25,Beverly Hills  Station,train,Exit,33911
Jan-25,Bexley North  Station,train,Entry,25168
Jan-25,Bexley North  Station,train,Exit,22897
Jan-25,Birrong  Station,train,Entry,3453
Jan-25,Birrong  Station,train,Exit,3585
Jan-25,Blackheath  Station,train,Entry,4841
Jan-25,Blackheath  Station,train,Exit,4448
Jan-25,Blacktown  Station,train,Entry,278760
Jan-25,Blacktown  Station,train,Exit,289392
Jan-25,Blaxland  Station,train,Entry,7439
Jan-25,Blaxland  Station,train,Exit,6784
Jan-25,Bomaderry  Station,train,Entry,6687
Jan-25,Bomaderry  Station,train,Exit,5497
Jan-25,Bombo  Station,train,Entry,697
Jan-25,Bombo  Station,train,Exit,655
Jan-25,Bondi Junction  Station,train,Entry,485831
Jan-25,Bondi Junction  Station,train,Exit,487928
Jan-25,Booragul  Station,train,Entry,486
Jan-25,Booragul  Station,train,Exit,411
Jan-25,Bowral  Station,train,Entry,4097
Jan-25,Bowral  Station,train,Exit,3772
Jan-25,Branxton  Station,train,Entry,187
Jan-25,Branxton  Station,train,Exit,177
Jan-25,Broadmeadow  Station,train,Entry,17588
Jan-25,Broadmeadow  Station,train,Exit,15721
Jan-25,Bullaburra  Station,train,Entry,948
Jan-25,Bullaburra  Station,train,Exit,867
Jan-25,Bulli  Station,train,Entry,2803
Jan-25,Bulli  Station,train,Exit,2735
Jan-25,Bundanoon  Station,train,Entry,313
Jan-25,Bundanoon  Station,train,Exit,168
Jan-25,Burradoo  Station,train,Entry,149
Jan-25,Burradoo  Station,train,Exit,169
Jan-25,Burwood  Station,train,Entry,404416
Jan-25,Burwood  Station,train,Exit,410618
Jan-25,Cabramatta  Station,train,Entry,159565
Jan-25,Cabramatta  Station,train,Exit,159332
Jan-25,Camellia  Station,train,Entry,389
Jan-25,Camellia  Station,train,Exit,283
Jan-25,Campbelltown  Station,train,Entry,110252
Jan-25,Campbelltown  Station,train,Exit,109870
Jan-25,Campsie  Station,train,Entry,Less than 50
Jan-25,Campsie  Station,train,Exit,Less than 50
Jan-25,Canley Vale  Station,train,Entry,42212
Jan-25,Canley Vale  Station,train,Exit,38392
Jan-25,Canterbury  Station,train,Entry,Less than 50
Jan-25,Canterbury  Station,train,Exit,Less than 50
Jan-25,Cardiff  Station,train,Entry,17588
Jan-25,Cardiff  Station,train,Exit,16336
Jan-25,Caringbah  Station,train,Entry,42424
Jan-25,Caringbah  Station,train,Exit,41357
Jan-25,Carlingford  Station,train,Entry,126
Jan-25,Carlingford  Station,train,Exit,90
Jan-25,Carlton  Station,train,Entry,48636
Jan-25,Carlton  Station,train,Exit,43025
Jan-25,Carramar  Station,train,Entry,11433
Jan-25,Carramar  Station,train,Exit,9978
Jan-25,Castle Hill  Station,metro,Entry,147831
Jan-25,Castle Hill  Station,metro,Exit,155650
Jan-25,Casula  Station,train,Entry,6678
Jan-25,Casula  Station,train,Exit,6142
Jan-25,Central  Station,Metro Shared,Entry,1571316
Jan-25,Central  Station,Metro Shared,Exit,1624883
Jan-25,Chatswood  Station,Metro Shared,Entry,660441
Jan-25,Chatswood  Station,Metro Shared,Exit,683950
Jan-25,Cheltenham  Station,train,Entry,9493
Jan-25,Cheltenham  Station,train,Exit,8931
Jan-25,Cherrybrook  Station,metro,Entry,93573
Jan-25,Cherrybrook  Station,metro,Exit,91945
Jan-25,Chester Hill  Station,train,Entry,20735
Jan-25,Chester Hill  Station,train,Exit,19634
Jan-25,Circular Quay  Station,train,Entry,582586
Jan-25,Circular Quay  Station,train,Exit,567262
Jan-25,Clarendon  Station,train,Entry,993
Jan-25,Clarendon  Station,train,Exit,1005
Jan-25,Clyde  Station,train,Entry,17250
Jan-25,Clyde  Station,train,Exit,17577
Jan-25,Coalcliff  Station,train,Entry,435
Jan-25,Coalcliff  Station,train,Exit,451
Jan-25,Cockle Creek  Station,train,Entry,798
Jan-25,Cockle Creek  Station,train,Exit,790
Jan-25,Coledale  Station,train,Entry,776
Jan-25,Coledale  Station,train,Exit,735
Jan-25,Como  Station,train,Entry,10714
Jan-25,Como  Station,train,Exit,9079
Jan-25,Concord West  Station,train,Entry,32193
Jan-25,Concord West  Station,train,Exit,31224
Jan-25,Coniston  Station,train,Entry,4331
Jan-25,Coniston  Station,train,Exit,4104
Jan-25,Corrimal  Station,train,Entry,2348
Jan-25,Corrimal  Station,train,Exit,2154
Jan-25,Cowan  Station,train,Entry,936
Jan-25,Cowan  Station,train,Exit,1089
Jan-25,Cringila  Station,train,Entry,189
Jan-25,Cringila  Station,train,Exit,246
Jan-25,Cronulla  Station,train,Entry,64685
Jan-25,Cronulla  Station,train,Exit,66967
Jan-25,Crows Nest  Station,metro,Entry,225798
Jan-25,Crows Nest  Station,metro,Exit,229748
Jan-25,Croydon  Station,train,Entry,37210
Jan-25,Croydon  Station,train,Exit,34230
Jan-25,Dapto  Station,train,Entry,9044
Jan-25,Dapto  Station,train,Exit,8227
Jan-25,Denistone  Station,train,Entry,7844
Jan-25,Denistone  Station,train,Exit,7462
Jan-25,Domestic  Station,train,Entry,200569
Jan-25,Domestic  Station,train,Exit,170491
Jan-25,Doonside  Station,train,Entry,47080
Jan-25,Doonside  Station,train,Exit,41703
Jan-25,Dora Creek  Station,train,Entry,678
Jan-25,Dora Creek  Station,train,Exit,648
Jan-25,Douglas Park  Station,train,Entry,393
Jan-25,Douglas Park  Station,train,Exit,368
Jan-25,Dulwich Hill  Station,train,Entry,Less than 50
Jan-25,Dulwich Hill  Station,train,Exit,Less than 50
Jan-25,Dundas  Station,train,Entry,76
Jan-25,Dundas  Station,train,Exit,80
Jan-25,Dungog  Station,train,Entry,428
Jan-25,Dungog  Station,train,Exit,371
Jan-25,East Hills  Station,train,Entry,14856
Jan-25,East Hills  Station,train,Exit,13520
Jan-25,East Maitland  Station,train,Entry,438
Jan-25,East Maitland  Station,train,Exit,476
Jan-25,East Richmond  Station,train,Entry,2450
Jan-25,East Richmond  Station,train,Exit,2776
Jan-25,Eastwood  Station,train,Entry,125069
Jan-25,Eastwood  Station,train,Exit,125356
Jan-25,Edgecliff  Station,train,Entry,154876
Jan-25,Edgecliff  Station,train,Exit,150012
Jan-25,Edmondson Park  Station,train,Entry,71950
Jan-25,Edmondson Park  Station,train,Exit,69889
Jan-25,Emu Plains  Station,train,Entry,16798
Jan-25,Emu Plains  Station,train,Exit,15622
Jan-25,Engadine  Station,train,Entry,21056
Jan-25,Engadine  Station,train,Exit,19612
Jan-25,Epping  Station,Metro Shared,Entry,278219
Jan-25,Epping  Station,Metro Shared,Exit,274948
Jan-25,Erskineville  Station,train,Entry,43091
Jan-25,Erskineville  Station,train,Exit,39447
Jan-25,Exeter  Station,train,Entry,75
Jan-25,Exeter  Station,train,Exit,56
Jan-25,Fairfield  Station,train,Entry,105254
Jan-25,Fairfield  Station,train,Exit,100840
Jan-25,Fairy Meadow  Station,train,Entry,1898
Jan-25,Fairy Meadow  Station,train,Exit,1956
Jan-25,Fassifern  Station,train,Entry,7651
Jan-25,Fassifern  Station,train,Exit,7057
Jan-25,Faulconbridge  Station,train,Entry,1471
Jan-25,Faulconbridge  Station,train,Exit,1367
Jan-25,Flemington  Station,train,Entry,105124
Jan-25,Flemington  Station,train,Exit,101754
Jan-25,Gadigal  Station,metro,Entry,431947
Jan-25,Gadigal  Station,metro,Exit,432025
Jan-25,Gerringong  Station,train,Entry,1083
Jan-25,Gerringong  Station,train,Exit,1033
Jan-25,Glenbrook  Station,train,Entry,6750
Jan-25,Glenbrook  Station,train,Exit,6020
Jan-25,Glenfield  Station,train,Entry,90783
Jan-25,Glenfield  Station,train,Exit,87625
Jan-25,Gordon  Station,train,Entry,107159
Jan-25,Gordon  Station,train,Exit,106398
Jan-25,Gosford  Station,train,Entry,76847
Jan-25,Gosford  Station,train,Exit,75303
Jan-25,Goulburn  Station,train,Entry,1007
Jan-25,Goulburn  Station,train,Exit,697
Jan-25,Granville  Station,train,Entry,181231
Jan-25,Granville  Station,train,Exit,175836
Jan-25,Green Square  Station,train,Entry,170334
Jan-25,Green Square  Station,train,Exit,165533
Jan-25,Greta  Station,train,Entry,59
Jan-25,Greta  Station,train,Exit,59
Jan-25,Guildford  Station,train,Entry,51998
Jan-25,Guildford  Station,train,Exit,46398
Jan-25,Gymea  Station,train,Entry,33738
Jan-25,Gymea  Station,train,Exit,31303
Jan-25,Hamilton  Station,train,Entry,12796
Jan-25,Hamilton  Station,train,Exit,12936
Jan-25,Harris Park  Station,train,Entry,51584
Jan-25,Harris Park  Station,train,Exit,53907
Jan-25,Hawkesbury River  Station,train,Entry,5657
Jan-25,Hawkesbury River  Station,train,Exit,5642
Jan-25,Hazelbrook  Station,train,Entry,4496
Jan-25,Hazelbrook  Station,train,Exit,4114
Jan-25,Heathcote  Station,train,Entry,9298
Jan-25,Heathcote  Station,train,Exit,9238
Jan-25,Helensburgh  Station,train,Entry,7334
Jan-25,Helensburgh  Station,train,Exit,6846
Jan-25,Hexham  Station,train,Entry,149
Jan-25,Hexham  Station,train,Exit,165
Jan-25,High Street  Station,train,Entry,317
Jan-25,High Street  Station,train,Exit,353
Jan-25,Hilldale  Station,train,Entry,Less than 50
Jan-25,Hilldale  Station,train,Exit,Less than 50
Jan-25,Hills Showground  Station,metro,Entry,83144
Jan-25,Hills Showground  Station,metro,Exit,81036
Jan-25,Holsworthy  Station,train,Entry,50097
Jan-25,Holsworthy  Station,train,Exit,48299
Jan-25,Homebush  Station,train,Entry,76191
Jan-25,Homebush  Station,train,Exit,73014
Jan-25,Hornsby  Station,train,Entry,220278
Jan-25,Hornsby  Station,train,Exit,222438
Jan-25,Hurlstone Park  Station,train,Entry,Less than 50
Jan-25,Hurlstone Park  Station,train,Exit,Less than 50
Jan-25,Hurstville  Station,train,Entry,374496
Jan-25,Hurstville  Station,train,Exit,378399
Jan-25,Ingleburn  Station,train,Entry,55876
Jan-25,Ingleburn  Station,train,Exit,55665
Jan-25,International  Station,train,Entry,139710
Jan-25,International  Station,train,Exit,120037
Jan-25,Jannali  Station,train,Entry,40256
Jan-25,Jannali  Station,train,Exit,37979
Jan-25,Katoomba  Station,train,Entry,32622
Jan-25,Katoomba  Station,train,Exit,33662
Jan-25,Kellyville  Station,metro,Entry,84480
Jan-25,Kellyville  Station,metro,Exit,83954
Jan-25,Kembla Grange  Station,train,Entry,57
Jan-25,Kembla Grange  Station,train,Exit,58
Jan-25,Kiama  Station,train,Entry,14962
Jan-25,Kiama  Station,train,Exit,14332
Jan-25,Killara  Station,train,Entry,32169
Jan-25,Killara  Station,train,Exit,31238
Jan-25,Kings Cross  Station,train,Entry,287946
Jan-25,Kings Cross  Station,train,Exit,296550
Jan-25,Kingsgrove  Station,train,Entry,40494
Jan-25,Kingsgrove  Station,train,Exit,38508
Jan-25,Kingswood  Station,train,Entry,35855
Jan-25,Kingswood  Station,train,Exit,33532
Jan-25,Kirrawee  Station,train,Entry,32397
Jan-25,Kirrawee  Station,train,Exit,31642
Jan-25,Kogarah  Station,train,Entry,181133
Jan-25,Kogarah  Station,train,Exit,174546
Jan-25,Koolewong  Station,train,Entry,1146
Jan-25,Koolewong  Station,train,Exit,858
Jan-25,Kotara  Station,train,Entry,984
Jan-25,Kotara  Station,train,Exit,1189
Jan-25,Lakemba  Station,train,Entry,Less than 50
Jan-25,Lakemba  Station,train,Exit,Less than 50
Jan-25,Lapstone  Station,train,Entry,1205
Jan-25,Lapstone  Station,train,Exit,989
Jan-25,Lawson  Station,train,Entry,2578
Jan-25,Lawson  Station,train,Exit,2449
Jan-25,Leightonfield  Station,train,Entry,4180
Jan-25,Leightonfield  Station,train,Exit,4227
Jan-25,Leppington  Station,train,Entry,73959
Jan-25,Leppington  Station,train,Exit,70967
Jan-25,Leumeah  Station,train,Entry,43748
Jan-25,Leumeah  Station,train,Exit,41402
Jan-25,Leura  Station,train,Entry,9200
Jan-25,Leura  Station,train,Exit,6774
Jan-25,Lewisham  Station,train,Entry,44113
Jan-25,Lewisham  Station,train,Exit,41830
Jan-25,Lidcombe  Station,train,Entry,291909
Jan-25,Lidcombe  Station,train,Exit,291372
Jan-25,Linden  Station,train,Entry,255
Jan-25,Linden  Station,train,Exit,255
Jan-25,Lindfield  Station,train,Entry,64320
Jan-25,Lindfield  Station,train,Exit,64188
Jan-25,Lisarow  Station,train,Entry,2127
Jan-25,Lisarow  Station,train,Exit,2006
Jan-25,Lithgow  Station,train,Entry,6023
Jan-25,Lithgow  Station,train,Exit,5649
Jan-25,Liverpool  Station,train,Entry,160176
Jan-25,Liverpool  Station,train,Exit,156968
Jan-25,Lochinvar  Station,train,Entry,Less than 50
Jan-25,Lochinvar  Station,train,Exit,Less than 50
Jan-25,Loftus  Station,train,Entry,5233
Jan-25,Loftus  Station,train,Exit,4829
Jan-25,Lysaghts  Station,train,Entry,Less than 50
Jan-25,Lysaghts  Station,train,Exit,Less than 50
Jan-25,Macarthur  Station,train,Entry,51053
Jan-25,Macarthur  Station,train,Exit,50479
Jan-25,Macdonaldtown  Station,train,Entry,20460
Jan-25,Macdonaldtown  Station,train,Exit,21844
Jan-25,Macquarie Fields  Station,train,Entry,17239
Jan-25,Macquarie Fields  Station,train,Exit,17057
Jan-25,Macquarie Park  Station,metro,Entry,84184
Jan-25,Macquarie Park  Station,metro,Exit,83662
Jan-25,Macquarie University  Station,metro,Entry,269249
Jan-25,Macquarie University  Station,metro,Exit,277090
Jan-25,Maitland  Station,train,Entry,7884
Jan-25,Maitland  Station,train,Exit,7166
Jan-25,Marayong  Station,train,Entry,17125
Jan-25,Marayong  Station,train,Exit,15878
Jan-25,Marrickville  Station,train,Entry,50
Jan-25,Marrickville  Station,train,Exit,Less than 50
Jan-25,Martin Place  Station,Metro Shared,Entry,677017
Jan-25,Martin Place  Station,Metro Shared,Exit,736684
Jan-25,Martins Creek  Station,train,Entry,Less than 50
Jan-25,Martins Creek  Station,train,Exit,Less than 50
Jan-25,Marulan  Station,train,Entry,73
Jan-25,Marulan  Station,train,Exit,Less than 50
Jan-25,Mascot  Station,train,Entry,316596
Jan-25,Mascot  Station,train,Exit,318615
Jan-25,Meadowbank  Station,train,Entry,80739
Jan-25,Meadowbank  Station,train,Exit,72400
Jan-25,Medlow Bath  Station,train,Entry,819
Jan-25,Medlow Bath  Station,train,Exit,768
Jan-25,Menangle  Station,train,Entry,284
Jan-25,Menangle  Station,train,Exit,234
Jan-25,Menangle Park  Station,train,Entry,255
Jan-25,Menangle Park  Station,train,Exit,214
Jan-25,Merrylands  Station,train,Entry,115765
Jan-25,Merrylands  Station,train,Exit,113112
Jan-25,Metford  Station,train,Entry,1248
Jan-25,Metford  Station,train,Exit,1134
Jan-25,Milsons Point  Station,train,Entry,152899
Jan-25,Milsons Point  Station,train,Exit,157171
Jan-25,Mindaribba  Station,train,Entry,Less than 50
Jan-25,Mindaribba  Station,train,Exit,Less than 50
Jan-25,Minnamurra  Station,train,Entry,1814
Jan-25,Minnamurra  Station,train,Exit,1910
Jan-25,Minto  Station,train,Entry,52664
Jan-25,Minto  Station,train,Exit,50439
Jan-25,Miranda  Station,train,Entry,73161
Jan-25,Miranda  Station,train,Exit,76902
Jan-25,Mittagong  Station,train,Entry,2847
Jan-25,Mittagong  Station,train,Exit,2506
Jan-25,Morisset  Station,train,Entry,13401
Jan-25,Morisset  Station,train,Exit,12413
Jan-25,Mortdale  Station,train,Entry,60999
Jan-25,Mortdale  Station,train,Exit,56009
Jan-25,Moss Vale  Station,train,Entry,2952
Jan-25,Moss Vale  Station,train,Exit,2797
Jan-25,Mount Colah  Station,train,Entry,8900
Jan-25,Mount Colah  Station,train,Exit,8209
Jan-25,Mount Druitt  Station,train,Entry,106671
Jan-25,Mount Druitt  Station,train,Exit,104359
Jan-25,Mount Kuring-gai  Station,train,Entry,3649
Jan-25,Mount Kuring-gai  Station,train,Exit,3389
Jan-25,Mount Victoria  Station,train,Entry,2174
Jan-25,Mount Victoria  Station,train,Exit,2094
Jan-25,Mulgrave  Station,train,Entry,3639
Jan-25,Mulgrave  Station,train,Exit,3578
Jan-25,Museum  Station,train,Entry,178274
Jan-25,Museum  Station,train,Exit,203708
Jan-25,Muswellbrook  Station,train,Entry,595
Jan-25,Muswellbrook  Station,train,Exit,462
Jan-25,Narara  Station,train,Entry,3774
Jan-25,Narara  Station,train,Exit,3031
Jan-25,Narwee  Station,train,Entry,34968
Jan-25,Narwee  Station,train,Exit,31670
Jan-25,Newcastle Interchange Station,train,Entry,38115
Jan-25,Newcastle Interchange Station,train,Exit,37614
Jan-25,Newtown  Station,train,Entry,192247
Jan-25,Newtown  Station,train,Exit,222072
Jan-25,Niagara Park  Station,train,Entry,1676
Jan-25,Niagara Park  Station,train,Exit,1345
Jan-25,Normanhurst  Station,train,Entry,15476
Jan-25,Normanhurst  Station,train,Exit,13280
Jan-25,North Ryde  Station,metro,Entry,71327
Jan-25,North Ryde  Station,metro,Exit,72196
Jan-25,North Strathfield  Station,train,Entry,43562
Jan-25,North Strathfield  Station,train,Exit,44815
Jan-25,North Sydney  Station,train,Entry,185681
Jan-25,North Sydney  Station,train,Exit,189498
Jan-25,North Wollongong  Station,train,Entry,20139
Jan-25,North Wollongong  Station,train,Exit,19135
Jan-25,Norwest  Station,metro,Entry,61319
Jan-25,Norwest  Station,metro,Exit,60152
Jan-25,Oak Flats  Station,train,Entry,7335
Jan-25,Oak Flats  Station,train,Exit,6530
Jan-25,Oatley  Station,train,Entry,29602
Jan-25,Oatley  Station,train,Exit,27937
Jan-25,Olympic Park  Station,train,Entry,53778
Jan-25,Olympic Park  Station,train,Exit,61307
Jan-25,Otford  Station,train,Entry,724
Jan-25,Otford  Station,train,Exit,809
Jan-25,Ourimbah  Station,train,Entry,2465
Jan-25,Ourimbah  Station,train,Exit,2179
Jan-25,Padstow  Station,train,Entry,47042
Jan-25,Padstow  Station,train,Exit,43189
Jan-25,Panania  Station,train,Entry,27148
Jan-25,Panania  Station,train,Exit,25074
Jan-25,Parramatta  Station,train,Entry,701777
Jan-25,Parramatta  Station,train,Exit,712712
Jan-25,Paterson  Station,train,Entry,147
Jan-25,Paterson  Station,train,Exit,120
Jan-25,Pendle Hill  Station,train,Entry,51337
Jan-25,Pendle Hill  Station,train,Exit,49147
Jan-25,Pennant Hills  Station,train,Entry,25952
Jan-25,Pennant Hills  Station,train,Exit,25033
Jan-25,Penrith  Station,train,Entry,132894
Jan-25,Penrith  Station,train,Exit,136748
Jan-25,Penrose  Station,train,Entry,Less than 50
Jan-25,Penrose  Station,train,Exit,Less than 50
Jan-25,Penshurst  Station,train,Entry,52754
Jan-25,Penshurst  Station,train,Exit,45963
Jan-25,Petersham  Station,train,Entry,55291
Jan-25,Petersham  Station,train,Exit,53797
Jan-25,Picton  Station,train,Entry,2379
Jan-25,Picton  Station,train,Exit,2090
Jan-25,Point Clare  Station,train,Entry,2456
Jan-25,Point Clare  Station,train,Exit,2027
Jan-25,Port Kembla  Station,train,Entry,1242
Jan-25,Port Kembla  Station,train,Exit,1146
Jan-25,Port Kembla North  Station,train,Entry,319
Jan-25,Port Kembla North  Station,train,Exit,264
Jan-25,Punchbowl  Station,train,Entry,Less than 50
Jan-25,Punchbowl  Station,train,Exit,Less than 50
Jan-25,Pymble  Station,train,Entry,33569
Jan-25,Pymble  Station,train,Exit,31758
Jan-25,Quakers Hill  Station,train,Entry,37983
Jan-25,Quakers Hill  Station,train,Exit,34311
Jan-25,Redfern  Station,train,Entry,373252
Jan-25,Redfern  Station,train,Exit,406343
Jan-25,Regents Park  Station,train,Entry,25967
Jan-25,Regents Park  Station,train,Exit,24240
Jan-25,Revesby  Station,train,Entry,102203
Jan-25,Revesby  Station,train,Exit,103568
Jan-25,Rhodes  Station,train,Entry,170210
Jan-25,Rhodes  Station,train,Exit,166360
Jan-25,Richmond  Station,train,Entry,12380
Jan-25,Richmond  Station,train,Exit,11636
Jan-25,Riverstone  Station,train,Entry,18770
Jan-25,Riverstone  Station,train,Exit,17613
Jan-25,Riverwood  Station,train,Entry,64067
Jan-25,Riverwood  Station,train,Exit,60840
Jan-25,Rockdale  Station,train,Entry,188436
Jan-25,Rockdale  Station,train,Exit,185606
Jan-25,Rooty Hill  Station,train,Entry,61406
Jan-25,Rooty Hill  Station,train,Exit,58173
Jan-25,Roseville  Station,train,Entry,46431
Jan-25,Roseville  Station,train,Exit,45727
Jan-25,Rouse Hill  Station,metro,Entry,96423
Jan-25,Rouse Hill  Station,metro,Exit,100429
Jan-25,Rydal  Station,train,Entry,Less than 50
Jan-25,Rydal  Station,train,Exit,Less than 50
Jan-25,Sandgate  Station,train,Entry,297
Jan-25,Sandgate  Station,train,Exit,278
Jan-25,Scarborough  Station,train,Entry,426
Jan-25,Scarborough  Station,train,Exit,473
Jan-25,Schofields  Station,train,Entry,60931
Jan-25,Schofields  Station,train,Exit,59020
Jan-25,Scone  Station,train,Entry,425
Jan-25,Scone  Station,train,Exit,375
