MonthYear,Station,Station_Type ,Entry_Exit,Trip
Oct-24,Newtown  Station,train,Entry,239493
Oct-24,Newtown  Station,train,Exit,272515
Oct-24,Niagara Park  Station,train,Entry,2441
Oct-24,Niagara Park  Station,train,Exit,2354
Oct-24,Normanhurst  Station,train,Entry,26776
Oct-24,Normanhurst  Station,train,Exit,21697
Oct-24,North Ryde  Station,metro,Entry,86581
Oct-24,North Ryde  Station,metro,Exit,85872
Oct-24,North Strathfield  Station,train,Entry,64254
Oct-24,North Strathfield  Station,train,Exit,63194
Oct-24,North Sydney  Station,train,Entry,288522
Oct-24,North Sydney  Station,train,Exit,306931
Oct-24,North Wollongong  Station,train,Entry,32626
Oct-24,North Wollongong  Station,train,Exit,31856
Oct-24,Norwest  Station,metro,Entry,73872
Oct-24,Norwest  Station,metro,Exit,72636
Oct-24,Oak Flats  Station,train,Entry,9260
Oct-24,Oak Flats  Station,train,Exit,8415
Oct-24,Oatley  Station,train,Entry,44400
Oct-24,Oatley  Station,train,Exit,41635
Oct-24,Olympic Park  Station,train,Entry,97091
Oct-24,Olympic Park  Station,train,Exit,130361
Oct-24,Otford  Station,train,Entry,1014
Oct-24,Otford  Station,train,Exit,1056
Oct-24,Ourimbah  Station,train,Entry,4210
Oct-24,Ourimbah  Station,train,Exit,4043
Oct-24,Padstow  Station,train,Entry,65497
Oct-24,Padstow  Station,train,Exit,61072
Oct-24,Panania  Station,train,Entry,39260
Oct-24,Panania  Station,train,Exit,36655
Oct-24,Parramatta  Station,train,Entry,1024595
Oct-24,Parramatta  Station,train,Exit,1047197
Oct-24,Paterson  Station,train,Entry,189
Oct-24,Paterson  Station,train,Exit,142
Oct-24,Pendle Hill  Station,train,Entry,75239
Oct-24,Pendle Hill  Station,train,Exit,70671
Oct-24,Pennant Hills  Station,train,Entry,40234
Oct-24,Pennant Hills  Station,train,Exit,39111
Oct-24,Penrith  Station,train,Entry,180708
Oct-24,Penrith  Station,train,Exit,183509
Oct-24,Penrose  Station,train,Entry,Less than 50
Oct-24,Penrose  Station,train,Exit,Less than 50
Oct-24,Penshurst  Station,train,Entry,73674
Oct-24,Penshurst  Station,train,Exit,64275
Oct-24,Petersham  Station,train,Entry,79693
Oct-24,Petersham  Station,train,Exit,78117
Oct-24,Picton  Station,train,Entry,3336
Oct-24,Picton  Station,train,Exit,2917
Oct-24,Point Clare  Station,train,Entry,3691
Oct-24,Point Clare  Station,train,Exit,3133
Oct-24,Port Kembla  Station,train,Entry,1832
Oct-24,Port Kembla  Station,train,Exit,1483
Oct-24,Port Kembla North  Station,train,Entry,352
Oct-24,Port Kembla North  Station,train,Exit,319
Oct-24,Pymble  Station,train,Entry,50292
Oct-24,Pymble  Station,train,Exit,46818
Oct-24,Quakers Hill  Station,train,Entry,60850
Oct-24,Quakers Hill  Station,train,Exit,55456
Oct-24,Redfern  Station,train,Entry,639424
Oct-24,Redfern  Station,train,Exit,687908
Oct-24,Regents Park  Station,train,Entry,39559
Oct-24,Regents Park  Station,train,Exit,37276
Oct-24,Revesby  Station,train,Entry,127981
Oct-24,Revesby  Station,train,Exit,126096
Oct-24,Rhodes  Station,train,Entry,239935
Oct-24,Rhodes  Station,train,Exit,237860
Oct-24,Richmond  Station,train,Entry,18026
Oct-24,Richmond  Station,train,Exit,15675
Oct-24,Riverstone  Station,train,Entry,30259
Oct-24,Riverstone  Station,train,Exit,27543
Oct-24,Riverwood  Station,train,Entry,83914
Oct-24,Riverwood  Station,train,Exit,79156
Oct-24,Rockdale  Station,train,Entry,252961
Oct-24,Rockdale  Station,train,Exit,244725
Oct-24,Rooty Hill  Station,train,Entry,89162
Oct-24,Rooty Hill  Station,train,Exit,84769
Oct-24,Roseville  Station,train,Entry,67043
Oct-24,Roseville  Station,train,Exit,63887
Oct-24,Rouse Hill  Station,metro,Entry,118578
Oct-24,Rouse Hill  Station,metro,Exit,123806
Oct-24,Rydal  Station,train,Entry,Less than 50
Oct-24,Rydal  Station,train,Exit,Less than 50
Oct-24,Sandgate  Station,train,Entry,454
Oct-24,Sandgate  Station,train,Exit,337
Oct-24,Scarborough  Station,train,Entry,504
Oct-24,Scarborough  Station,train,Exit,555
Oct-24,Schofields  Station,train,Entry,105338
Oct-24,Schofields  Station,train,Exit,99187
Oct-24,Scone  Station,train,Entry,463
Oct-24,Scone  Station,train,Exit,378
Oct-24,Sefton  Station,train,Entry,20269
Oct-24,Sefton  Station,train,Exit,18799
Oct-24,Seven Hills  Station,train,Entry,145865
Oct-24,Seven Hills  Station,train,Exit,138780
Oct-24,Shellharbour Junction  Station,train,Entry,4513
Oct-24,Shellharbour Junction  Station,train,Exit,3968
Oct-24,Singleton  Station,train,Entry,758
Oct-24,Singleton  Station,train,Exit,722
Oct-24,Springwood  Station,train,Entry,21205
Oct-24,Springwood  Station,train,Exit,20419
Oct-24,St James  Station,train,Entry,170701
Oct-24,St James  Station,train,Exit,188288
Oct-24,St Leonards  Station,train,Entry,263269
Oct-24,St Leonards  Station,train,Exit,263370
Oct-24,St Marys  Station,train,Entry,107746
Oct-24,St Marys  Station,train,Exit,104003
Oct-24,St Peters  Station,train,Entry,70939
Oct-24,St Peters  Station,train,Exit,63353
Oct-24,Stanmore  Station,train,Entry,71672
Oct-24,Stanmore  Station,train,Exit,66667
Oct-24,Stanwell Park  Station,train,Entry,1399
Oct-24,Stanwell Park  Station,train,Exit,1380
Oct-24,Strathfield  Station,train,Entry,682746
Oct-24,Strathfield  Station,train,Exit,661090
Oct-24,Summer Hill  Station,train,Entry,81126
Oct-24,Summer Hill  Station,train,Exit,75763
Oct-24,Sutherland  Station,train,Entry,161375
Oct-24,Sutherland  Station,train,Exit,158564
Oct-24,Sydenham  Station,Metro Shared,Entry,513033
Oct-24,Sydenham  Station,Metro Shared,Exit,493032
Oct-24,Tahmoor  Station,train,Entry,3529
Oct-24,Tahmoor  Station,train,Exit,3191
Oct-24,Tallawong  Station,metro,Entry,168310
Oct-24,Tallawong  Station,metro,Exit,158296
Oct-24,Tallong  Station,train,Entry,Less than 50
Oct-24,Tallong  Station,train,Exit,Less than 50
Oct-24,Tarana  Station,train,Entry,124
Oct-24,Tarana  Station,train,Exit,100
Oct-24,Tarro  Station,train,Entry,157
Oct-24,Tarro  Station,train,Exit,133
Oct-24,Tascott  Station,train,Entry,2607
Oct-24,Tascott  Station,train,Exit,2070
Oct-24,Telarah  Station,train,Entry,2992
Oct-24,Telarah  Station,train,Exit,2480
Oct-24,Telopea  Station,train,Entry,2985
Oct-24,Telopea  Station,train,Exit,2636
Oct-24,Tempe  Station,train,Entry,34780
Oct-24,Tempe  Station,train,Exit,32972
Oct-24,Teralba  Station,train,Entry,1265
Oct-24,Teralba  Station,train,Exit,1122
Oct-24,Thirroul  Station,train,Entry,23131
Oct-24,Thirroul  Station,train,Exit,22337
Oct-24,Thornleigh  Station,train,Entry,39009
Oct-24,Thornleigh  Station,train,Exit,37746
Oct-24,Thornton  Station,train,Entry,6287
Oct-24,Thornton  Station,train,Exit,5624
Oct-24,Toongabbie  Station,train,Entry,70276
Oct-24,Toongabbie  Station,train,Exit,66602
Oct-24,Town Hall  Station,train,Entry,1951984
Oct-24,Town Hall  Station,train,Exit,1843679
Oct-24,Towradgi  Station,train,Entry,1726
Oct-24,Towradgi  Station,train,Exit,1464
Oct-24,Tuggerah  Station,train,Entry,27181
Oct-24,Tuggerah  Station,train,Exit,26143
Oct-24,Turramurra  Station,train,Entry,85862
Oct-24,Turramurra  Station,train,Exit,82555
Oct-24,Turrella  Station,train,Entry,27433
Oct-24,Turrella  Station,train,Exit,25178
Oct-24,Unanderra  Station,train,Entry,9651
Oct-24,Unanderra  Station,train,Exit,8608
Oct-24,Valley Heights  Station,train,Entry,1321
Oct-24,Valley Heights  Station,train,Exit,1105
Oct-24,Victoria Cross  Station,metro,Entry,363157
Oct-24,Victoria Cross  Station,metro,Exit,354704
Oct-24,Victoria Street  Station,train,Entry,7254
Oct-24,Victoria Street  Station,train,Exit,6842
Oct-24,Villawood  Station,train,Entry,12171
Oct-24,Villawood  Station,train,Exit,11736
Oct-24,Vineyard  Station,train,Entry,3935
Oct-24,Vineyard  Station,train,Exit,3697
Oct-24,Wahroonga  Station,train,Entry,43176
Oct-24,Wahroonga  Station,train,Exit,41490
Oct-24,Waitara  Station,train,Entry,67703
Oct-24,Waitara  Station,train,Exit,64680
Oct-24,Wallarobba  Station,train,Entry,Less than 50
Oct-24,Wallarobba  Station,train,Exit,Less than 50
Oct-24,Warabrook  Station,train,Entry,4828
Oct-24,Warabrook  Station,train,Exit,4742
Oct-24,Waratah  Station,train,Entry,4263
Oct-24,Waratah  Station,train,Exit,3970
Oct-24,Warnervale  Station,train,Entry,5905
Oct-24,Warnervale  Station,train,Exit,5172
Oct-24,Warrawee  Station,train,Entry,20240
Oct-24,Warrawee  Station,train,Exit,18511
Oct-24,Warrimoo  Station,train,Entry,2546
Oct-24,Warrimoo  Station,train,Exit,2460
Oct-24,Warwick Farm  Station,train,Entry,60249
Oct-24,Warwick Farm  Station,train,Exit,54415
Oct-24,Waterfall  Station,train,Entry,9608
Oct-24,Waterfall  Station,train,Exit,9798
Oct-24,Waterloo  Station,metro,Entry,138027
Oct-24,Waterloo  Station,metro,Exit,133392
Oct-24,Waverton  Station,train,Entry,46691
Oct-24,Waverton  Station,train,Exit,41402
Oct-24,Wentworth Falls  Station,train,Entry,8424
Oct-24,Wentworth Falls  Station,train,Exit,8347
Oct-24,Wentworthville  Station,train,Entry,96024
Oct-24,Wentworthville  Station,train,Exit,91747
Oct-24,Werrington  Station,train,Entry,30570
Oct-24,Werrington  Station,train,Exit,27299
Oct-24,West Ryde  Station,train,Entry,115963
Oct-24,West Ryde  Station,train,Exit,115434
Oct-24,Westmead  Station,train,Entry,166249
Oct-24,Westmead  Station,train,Exit,154737
Oct-24,Windsor  Station,train,Entry,17338
Oct-24,Windsor  Station,train,Exit,16927
Oct-24,Wingello  Station,train,Entry,52
Oct-24,Wingello  Station,train,Exit,Less than 50
Oct-24,Wirragulla  Station,train,Entry,Less than 50
Oct-24,Wirragulla  Station,train,Exit,Less than 50
Oct-24,Wolli Creek  Station,train,Entry,233391
Oct-24,Wolli Creek  Station,train,Exit,231659
Oct-24,Wollongong  Station,train,Entry,48216
Oct-24,Wollongong  Station,train,Exit,47772
Oct-24,Wollstonecraft  Station,train,Entry,49763
Oct-24,Wollstonecraft  Station,train,Exit,45662
Oct-24,Wombarra  Station,train,Entry,732
Oct-24,Wombarra  Station,train,Exit,587
Oct-24,Wondabyne  Station,train,Entry,433
Oct-24,Wondabyne  Station,train,Exit,494
Oct-24,Woodford  Station,train,Entry,1841
Oct-24,Woodford  Station,train,Exit,1843
Oct-24,Woolooware  Station,train,Entry,28070
Oct-24,Woolooware  Station,train,Exit,26523
Oct-24,Woonona  Station,train,Entry,2728
Oct-24,Woonona  Station,train,Exit,2324
Oct-24,Woy Woy  Station,train,Entry,83413
Oct-24,Woy Woy  Station,train,Exit,83589
Oct-24,Wyee  Station,train,Entry,6386
Oct-24,Wyee  Station,train,Exit,5621
Oct-24,Wynyard  Station,train,Entry,1207775
Oct-24,Wynyard  Station,train,Exit,1269823
Oct-24,Wyong  Station,train,Entry,30838
Oct-24,Wyong  Station,train,Exit,28625
Oct-24,Yagoona  Station,train,Entry,9888
Oct-24,Yagoona  Station,train,Exit,9058
Oct-24,Yennora  Station,train,Entry,27894
Oct-24,Yennora  Station,train,Exit,28134
Oct-24,Yerrinbool  Station,train,Entry,455
Oct-24,Yerrinbool  Station,train,Exit,418
Oct-24,Zig Zag  Station,train,Entry,Less than 50
Oct-24,Zig Zag  Station,train,Exit,Less than 50
Nov-24,Aberdeen  Station,train,Entry,Less than 50
Nov-24,Aberdeen  Station,train,Exit,Less than 50
Nov-24,Adamstown  Station,train,Entry,2398
Nov-24,Adamstown  Station,train,Exit,2416
Nov-24,Albion Park  Station,train,Entry,6849
Nov-24,Albion Park  Station,train,Exit,5992
Nov-24,Allawah  Station,train,Entry,61073
Nov-24,Allawah  Station,train,Exit,55070
Nov-24,Arncliffe  Station,train,Entry,58454
Nov-24,Arncliffe  Station,train,Exit,52732
Nov-24,Artarmon  Station,train,Entry,101891
Nov-24,Artarmon  Station,train,Exit,95872
Nov-24,Ashfield  Station,train,Entry,264362
Nov-24,Ashfield  Station,train,Exit,262543
Nov-24,Asquith  Station,train,Entry,29001
Nov-24,Asquith  Station,train,Exit,25901
Nov-24,Auburn  Station,train,Entry,373147
Nov-24,Auburn  Station,train,Exit,357062
Nov-24,Austinmer  Station,train,Entry,2412
Nov-24,Austinmer  Station,train,Exit,1934
Nov-24,Awaba  Station,train,Entry,409
Nov-24,Awaba  Station,train,Exit,341
Nov-24,Banksia  Station,train,Entry,35607
Nov-24,Banksia  Station,train,Exit,32432
Nov-24,Bankstown  Station,train,Entry,98229
Nov-24,Bankstown  Station,train,Exit,102659
Nov-24,Barangaroo  Station,metro,Entry,188892
Nov-24,Barangaroo  Station,metro,Exit,207695
Nov-24,Bardwell Park  Station,train,Entry,26454
Nov-24,Bardwell Park  Station,train,Exit,24439
Nov-24,Bargo  Station,train,Entry,1086
Nov-24,Bargo  Station,train,Exit,909
Nov-24,Bathurst  Station,train,Entry,2671
Nov-24,Bathurst  Station,train,Exit,1776
Nov-24,Beecroft  Station,train,Entry,31373
Nov-24,Beecroft  Station,train,Exit,30313
Nov-24,Bell  Station,train,Entry,60
Nov-24,Bell  Station,train,Exit,67
Nov-24,Bella Vista  Station,metro,Entry,77718
Nov-24,Bella Vista  Station,metro,Exit,75868
Nov-24,Bellambi  Station,train,Entry,2536
Nov-24,Bellambi  Station,train,Exit,2151
Nov-24,Berala  Station,train,Entry,45383
Nov-24,Berala  Station,train,Exit,43589
Nov-24,Beresfield  Station,train,Entry,3589
Nov-24,Beresfield  Station,train,Exit,3207
Nov-24,Berowra  Station,train,Entry,25093
Nov-24,Berowra  Station,train,Exit,22880
Nov-24,Berry  Station,train,Entry,1646
Nov-24,Berry  Station,train,Exit,1541
Nov-24,Beverly Hills  Station,train,Entry,46715
Nov-24,Beverly Hills  Station,train,Exit,41501
Nov-24,Bexley North  Station,train,Entry,31097
Nov-24,Bexley North  Station,train,Exit,28216
Nov-24,Birrong  Station,train,Entry,11583
Nov-24,Birrong  Station,train,Exit,11453
Nov-24,Blackheath  Station,train,Entry,4983
Nov-24,Blackheath  Station,train,Exit,4731
Nov-24,Blacktown  Station,train,Entry,382954
Nov-24,Blacktown  Station,train,Exit,392369
Nov-24,Blaxland  Station,train,Entry,10343
Nov-24,Blaxland  Station,train,Exit,9217
Nov-24,Bomaderry  Station,train,Entry,7500
Nov-24,Bomaderry  Station,train,Exit,6269
Nov-24,Bombo  Station,train,Entry,745
Nov-24,Bombo  Station,train,Exit,486
Nov-24,Bondi Junction  Station,train,Entry,616996
Nov-24,Bondi Junction  Station,train,Exit,607809
Nov-24,Booragul  Station,train,Entry,658
Nov-24,Booragul  Station,train,Exit,640
Nov-24,Bowral  Station,train,Entry,4782
Nov-24,Bowral  Station,train,Exit,4543
Nov-24,Branxton  Station,train,Entry,160
Nov-24,Branxton  Station,train,Exit,138
Nov-24,Broadmeadow  Station,train,Entry,21746
Nov-24,Broadmeadow  Station,train,Exit,19328
Nov-24,Bullaburra  Station,train,Entry,1142
Nov-24,Bullaburra  Station,train,Exit,1031
Nov-24,Bulli  Station,train,Entry,3536
Nov-24,Bulli  Station,train,Exit,3147
Nov-24,Bundanoon  Station,train,Entry,332
Nov-24,Bundanoon  Station,train,Exit,245
Nov-24,Burradoo  Station,train,Entry,219
Nov-24,Burradoo  Station,train,Exit,239
Nov-24,Burwood  Station,train,Entry,512194
Nov-24,Burwood  Station,train,Exit,524536
Nov-24,Cabramatta  Station,train,Entry,176447
Nov-24,Cabramatta  Station,train,Exit,173571
Nov-24,Camellia  Station,train,Entry,4370
Nov-24,Camellia  Station,train,Exit,2972
Nov-24,Campbelltown  Station,train,Entry,129016
Nov-24,Campbelltown  Station,train,Exit,127964
Nov-24,Canley Vale  Station,train,Entry,55789
Nov-24,Canley Vale  Station,train,Exit,50807
Nov-24,Cardiff  Station,train,Entry,21034
Nov-24,Cardiff  Station,train,Exit,19066
Nov-24,Caringbah  Station,train,Entry,60155
Nov-24,Caringbah  Station,train,Exit,55550
Nov-24,Carlingford  Station,train,Entry,2738
Nov-24,Carlingford  Station,train,Exit,2399
Nov-24,Carlton  Station,train,Entry,63526
Nov-24,Carlton  Station,train,Exit,58967
Nov-24,Carramar  Station,train,Entry,13096
Nov-24,Carramar  Station,train,Exit,11493
Nov-24,Castle Hill  Station,metro,Entry,178979
Nov-24,Castle Hill  Station,metro,Exit,189274
Nov-24,Casula  Station,train,Entry,9024
Nov-24,Casula  Station,train,Exit,8265
Nov-24,Central  Station,Metro Shared,Entry,2033688
Nov-24,Central  Station,Metro Shared,Exit,2094168
Nov-24,Chatswood  Station,Metro Shared,Entry,796587
Nov-24,Chatswood  Station,Metro Shared,Exit,822807
Nov-24,Cheltenham  Station,train,Entry,21191
Nov-24,Cheltenham  Station,train,Exit,17642
Nov-24,Cherrybrook  Station,metro,Entry,114734
Nov-24,Cherrybrook  Station,metro,Exit,108893
Nov-24,Chester Hill  Station,train,Entry,25080
Nov-24,Chester Hill  Station,train,Exit,23786
Nov-24,Circular Quay  Station,train,Entry,658420
Nov-24,Circular Quay  Station,train,Exit,646855
Nov-24,Clarendon  Station,train,Entry,1420
Nov-24,Clarendon  Station,train,Exit,1426
Nov-24,Clyde  Station,train,Entry,23510
Nov-24,Clyde  Station,train,Exit,22400
Nov-24,Coalcliff  Station,train,Entry,466
Nov-24,Coalcliff  Station,train,Exit,482
Nov-24,Cockle Creek  Station,train,Entry,1209
Nov-24,Cockle Creek  Station,train,Exit,1188
Nov-24,Coledale  Station,train,Entry,950
Nov-24,Coledale  Station,train,Exit,799
Nov-24,Como  Station,train,Entry,14991
Nov-24,Como  Station,train,Exit,12530
Nov-24,Concord West  Station,train,Entry,46386
Nov-24,Concord West  Station,train,Exit,43486
Nov-24,Coniston  Station,train,Entry,5617
Nov-24,Coniston  Station,train,Exit,5207
Nov-24,Corrimal  Station,train,Entry,3172
Nov-24,Corrimal  Station,train,Exit,2737
Nov-24,Cowan  Station,train,Entry,1065
Nov-24,Cowan  Station,train,Exit,1043
Nov-24,Cringila  Station,train,Entry,256
Nov-24,Cringila  Station,train,Exit,317
Nov-24,Cronulla  Station,train,Entry,65548
Nov-24,Cronulla  Station,train,Exit,65863
Nov-24,Crows Nest  Station,metro,Entry,251926
Nov-24,Crows Nest  Station,metro,Exit,254956
Nov-24,Croydon  Station,train,Entry,55005
Nov-24,Croydon  Station,train,Exit,49407
Nov-24,Dapto  Station,train,Entry,11181
Nov-24,Dapto  Station,train,Exit,10371
Nov-24,Denistone  Station,train,Entry,12217
Nov-24,Denistone  Station,train,Exit,10842
Nov-24,Domestic  Station,train,Entry,245776
Nov-24,Domestic  Station,train,Exit,216325
Nov-24,Doonside  Station,train,Entry,65437
Nov-24,Doonside  Station,train,Exit,58724
Nov-24,Dora Creek  Station,train,Entry,846
Nov-24,Dora Creek  Station,train,Exit,862
Nov-24,Douglas Park  Station,train,Entry,443
Nov-24,Douglas Park  Station,train,Exit,451
Nov-24,Dundas  Station,train,Entry,2645
Nov-24,Dundas  Station,train,Exit,2579
Nov-24,Dungog  Station,train,Entry,421
Nov-24,Dungog  Station,train,Exit,331
Nov-24,East Hills  Station,train,Entry,22660
Nov-24,East Hills  Station,train,Exit,22780
Nov-24,East Maitland  Station,train,Entry,562
Nov-24,East Maitland  Station,train,Exit,501
Nov-24,East Richmond  Station,train,Entry,4201
Nov-24,East Richmond  Station,train,Exit,4800
Nov-24,Eastwood  Station,train,Entry,165874
Nov-24,Eastwood  Station,train,Exit,167209
Nov-24,Edgecliff  Station,train,Entry,208879
Nov-24,Edgecliff  Station,train,Exit,201764
Nov-24,Edmondson Park  Station,train,Entry,93612
Nov-24,Edmondson Park  Station,train,Exit,89140
Nov-24,Emu Plains  Station,train,Entry,24564
Nov-24,Emu Plains  Station,train,Exit,23073
Nov-24,Engadine  Station,train,Entry,27368
Nov-24,Engadine  Station,train,Exit,25337
Nov-24,Epping  Station,Metro Shared,Entry,371095
Nov-24,Epping  Station,Metro Shared,Exit,364046
Nov-24,Erskineville  Station,train,Entry,59816
Nov-24,Erskineville  Station,train,Exit,54316
Nov-24,Exeter  Station,train,Entry,98
Nov-24,Exeter  Station,train,Exit,62
Nov-24,Fairfield  Station,train,Entry,144420
Nov-24,Fairfield  Station,train,Exit,140742
Nov-24,Fairy Meadow  Station,train,Entry,2836
